ksh_code,line_code,area_code
23676,140,ORSZEM-CSONGRAD-CSANAD
23694,40,ORSZEM-FEJER
23861,21,ORSZEM-VAS
23870,125,ORSZEM-BEKES
23931,128,ORSZEM-BEKES
23940,128,ORSZEM-HAJDU-BIHAR
23959,65,ORSZEM-BARANYA
23986,75,ORSZEM-NOGRAD
24077,121,ORSZEM-CSONGRAD-CSANAD
24147,84,ORSZEM-HEVES
24192,46,ORSZEM-TOLNA
24235,102,ORSZEM-HEVES
24271,25,ORSZEM-ZALA
24305,11,ORSZEM-GYOR-MOSON-SOPRON
24396,149,ORSZEM-BACS-KISKUN
24396,155,ORSZEM-BACS-KISKUN
24493,35,ORSZEM-SOMOGY
24518,120a,ORSZEM-PEST
24545,146,ORSZEM-BACS-KISKUN
24651,10,ORSZEM-VESZPREM
24721,14,ORSZEM-GYOR-MOSON-SOPRON
24828,128,ORSZEM-HAJDU-BIHAR
24907,30,ORSZEM-SOMOGY
24916,70,ORSZEM-PEST
24934,70,ORSZEM-PEST
24934,71,ORSZEM-PEST
24934,75,ORSZEM-PEST
24970,90,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
24989,46,ORSZEM-TOLNA
25016,30,ORSZEM-FEJER
25061,150,ORSZEM-BACS-KISKUN
25131,2,ORSZEM-KOMAROM-ESZTERGOM
25140,40,ORSZEM-FEJER
25168,128,ORSZEM-BEKES
25177,66,ORSZEM-BARANYA
25210,30,ORSZEM-ZALA
25229,5,ORSZEM-KOMAROM-ESZTERGOM
25326,80,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
25335,8,ORSZEM-GYOR-MOSON-SOPRON
25353,25,ORSZEM-ZALA
25450,20,ORSZEM-VESZPREM
25487,2,ORSZEM-KOMAROM-ESZTERGOM
25502,120,ORSZEM-BEKES
25584,1,ORSZEM-GYOR-MOSON-SOPRON
25584,8,ORSZEM-GYOR-MOSON-SOPRON
25593,26,ORSZEM-VESZPREM
25618,90,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
25627,142,ORSZEM-PEST
25654,20,ORSZEM-VESZPREM
25663,78,ORSZEM-NOGRAD
25715,5,ORSZEM-FEJER
25724,15,ORSZEM-GYOR-MOSON-SOPRON
25733,130,ORSZEM-CSONGRAD-CSANAD
25788,81,ORSZEM-NOGRAD
25788,81M,ORSZEM-NOGRAD
25849,25,ORSZEM-VESZPREM
25867,41,ORSZEM-SOMOGY
25919,100,ORSZEM-JASZ-NAGYKUN-SZOLNOK
25937,150,ORSZEM-BACS-KISKUN
25946,21,ORSZEM-VAS
25973,110,ORSZEM-SZABOLCS-SZATMAR-BEREG
26116,101,ORSZEM-HAJDU-BIHAR
26143,20,ORSZEM-VAS
26365,110,ORSZEM-SZABOLCS-SZATMAR-BEREG
26383,147,ORSZEM-BACS-KISKUN
26392,36,ORSZEM-SOMOGY
26408,47,ORSZEM-BARANYA
26426,20,ORSZEM-VAS
26499,11,ORSZEM-VESZPREM
26499,11a,ORSZEM-VESZPREM
26532,37,ORSZEM-SOMOGY
26569,20,ORSZEM-VESZPREM
26578,60,ORSZEM-BARANYA
26587,1,ORSZEM-GYOR-MOSON-SOPRON
26611,100,ORSZEM-SZABOLCS-SZATMAR-BEREG
26648,10,ORSZEM-VESZPREM
26666,121,ORSZEM-CSONGRAD-CSANAD
26675,36,ORSZEM-SOMOGY
26684,140,ORSZEM-BACS-KISKUN
26684,142,ORSZEM-BACS-KISKUN
26684,145,ORSZEM-BACS-KISKUN
26693,101,ORSZEM-HAJDU-BIHAR
26709,135,ORSZEM-BEKES
26718,98,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
26772,16,ORSZEM-VAS
26781,36,ORSZEM-SOMOGY
26815,100,ORSZEM-PEST
26824,43,ORSZEM-FEJER
26949,92,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
27094,10,ORSZEM-VAS
27094,20,ORSZEM-VAS
27128,77,ORSZEM-PEST
27146,100,ORSZEM-SZABOLCS-SZATMAR-BEREG
27146,284,ORSZEM-SZABOLCS-SZATMAR-BEREG
27146,400,ORSZEM-SZABOLCS-SZATMAR-BEREG
27164,60,ORSZEM-BARANYA
27191,90,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
27207,26,ORSZEM-VESZPREM
27313,100,ORSZEM-JASZ-NAGYKUN-SZOLNOK
27331,92,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
27340,74,ORSZEM-NOGRAD
27340,78,ORSZEM-NOGRAD
27377,30,ORSZEM-SOMOGY
27410,92,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
27456,94,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
27474,80,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
27571,150,ORSZEM-BACS-KISKUN
27580,84,ORSZEM-NOGRAD
27669,92,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
27696,87,ORSZEM-HEVES
27854,100,ORSZEM-JASZ-NAGYKUN-SZOLNOK
27854,120a,ORSZEM-JASZ-NAGYKUN-SZOLNOK
27872,100,ORSZEM-PEST
27906,121,ORSZEM-BEKES
27915,78,ORSZEM-NOGRAD
27924,111,ORSZEM-SZABOLCS-SZATMAR-BEREG
27942,90,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
28024,65,ORSZEM-BARANYA
28024,66,ORSZEM-BARANYA
28149,16,ORSZEM-GYOR-MOSON-SOPRON
28158,150,ORSZEM-BACS-KISKUN
28316,35,ORSZEM-SOMOGY
28334,8,ORSZEM-GYOR-MOSON-SOPRON
28352,89,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
28398,80,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
28431,100,ORSZEM-SZABOLCS-SZATMAR-BEREG
28440,110,ORSZEM-SZABOLCS-SZATMAR-BEREG
28486,150,ORSZEM-BACS-KISKUN
28538,62,ORSZEM-BARANYA
28565,135,ORSZEM-BEKES
28583,65,ORSZEM-BARANYA
28653,120a,ORSZEM-PEST
28662,40,ORSZEM-TOLNA
28705,29,ORSZEM-FEJER
28705,30,ORSZEM-FEJER
28714,35,ORSZEM-SOMOGY
28741,61,ORSZEM-BARANYA
28741,62,ORSZEM-BARANYA
28802,100,ORSZEM-SZABOLCS-SZATMAR-BEREG
28857,41,ORSZEM-SOMOGY
28936,11,ORSZEM-GYOR-MOSON-SOPRON
28963,36,ORSZEM-SOMOGY
29018,40,ORSZEM-FEJER
29018,42,ORSZEM-FEJER
29018,44,ORSZEM-FEJER
29027,154,ORSZEM-BACS-KISKUN
29115,151,ORSZEM-BACS-KISKUN
29179,130,ORSZEM-CSONGRAD-CSANAD
29203,20,ORSZEM-VAS
29203,25,ORSZEM-VAS
29221,16,ORSZEM-GYOR-MOSON-SOPRON
29319,75,ORSZEM-NOGRAD
29434,26,ORSZEM-VESZPREM
29434,29,ORSZEM-VESZPREM
29498,111,ORSZEM-NOGRAD
29522,60,ORSZEM-BARANYA
29531,128,ORSZEM-BEKES
29647,150,ORSZEM-PEST
29726,103,ORSZEM-JASZ-NAGYKUN-SZOLNOK
29726,108,ORSZEM-JASZ-NAGYKUN-SZOLNOK
29735,120a,ORSZEM-PEST
29762,30,ORSZEM-BARANYA
29780,60,ORSZEM-SOMOGY
29805,1,ORSZEM-GYOR-MOSON-SOPRON
29869,25,ORSZEM-VAS
29896,16,ORSZEM-VAS
29896,20,ORSZEM-VAS
29939,306,ORSZEM-FEJER
30094,50,ORSZEM-TOLNA
30100,81,ORSZEM-NOGRAD
30119,60,ORSZEM-SOMOGY
30128,121,ORSZEM-BEKES
30182,20,ORSZEM-VESZPREM
30313,25,ORSZEM-ZALA
30322,121,ORSZEM-BEKES
30340,89,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
30368,25,ORSZEM-ZALA
30401,81,ORSZEM-HEVES
30474,60,ORSZEM-SOMOGY
30526,29,ORSZEM-VESZPREM
30553,12,ORSZEM-KOMAROM-ESZTERGOM
30553,13,ORSZEM-KOMAROM-ESZTERGOM
30623,145,ORSZEM-BACS-KISKUN
30641,114,ORSZEM-SZABOLCS-SZATMAR-BEREG
30720,150,ORSZEM-PEST
30739,80,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
30739,98,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
30766,12,ORSZEM-KOMAROM-ESZTERGOM
30784,80,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
30881,16,ORSZEM-VAS
30933,30,ORSZEM-ZALA
30960,41,ORSZEM-SOMOGY
30960,60,ORSZEM-SOMOGY
30988,40,ORSZEM-PEST
31024,140,ORSZEM-CSONGRAD-CSANAD
31033,101,ORSZEM-HAJDU-BIHAR
31051,16,ORSZEM-VAS
31097,110,ORSZEM-HAJDU-BIHAR
31158,110,ORSZEM-SZABOLCS-SZATMAR-BEREG
31194,15,ORSZEM-GYOR-MOSON-SOPRON
31219,35,ORSZEM-SOMOGY
31228,121,ORSZEM-BEKES
31264,1,ORSZEM-KOMAROM-ESZTERGOM
31325,120,ORSZEM-BEKES
31334,125,ORSZEM-BEKES
31352,60,ORSZEM-SOMOGY
31501,42,ORSZEM-TOLNA
31565,87,ORSZEM-HEVES
31583,21,ORSZEM-VAS
31592,23,ORSZEM-ZALA
31653,100,ORSZEM-PEST
31662,108,ORSZEM-HEVES
31732,70,ORSZEM-PEST
31769,114,ORSZEM-SZABOLCS-SZATMAR-BEREG
31796,120a,ORSZEM-PEST
31866,145,ORSZEM-JASZ-NAGYKUN-SZOLNOK
31893,140,ORSZEM-BACS-KISKUN
31945,10,ORSZEM-VESZPREM
31945,13L,ORSZEM-VESZPREM
31945,14,ORSZEM-VESZPREM
32009,60,ORSZEM-BARANYA
32054,23,ORSZEM-ZALA
32054,25,ORSZEM-ZALA
32115,41,ORSZEM-SOMOGY
32160,40,ORSZEM-BARANYA
32188,16,ORSZEM-VAS
32203,5,ORSZEM-FEJER
32212,20,ORSZEM-VESZPREM
32276,20,ORSZEM-VESZPREM
32285,140,ORSZEM-CSONGRAD-CSANAD
32294,105,ORSZEM-HAJDU-BIHAR
32300,78,ORSZEM-NOGRAD
32337,41,ORSZEM-SOMOGY
32346,1,ORSZEM-KOMAROM-ESZTERGOM
32346,4,ORSZEM-KOMAROM-ESZTERGOM
32364,40,ORSZEM-FEJER
32407,78,ORSZEM-NOGRAD
32434,150,ORSZEM-BACS-KISKUN
32434,155,ORSZEM-BACS-KISKUN
32489,130,ORSZEM-CSONGRAD-CSANAD
32504,130,ORSZEM-JASZ-NAGYKUN-SZOLNOK
32522,24,ORSZEM-ZALA
32559,80,ORSZEM-PEST
32595,16,ORSZEM-GYOR-MOSON-SOPRON
32610,71,ORSZEM-PEST
32629,20,ORSZEM-VAS
32735,41,ORSZEM-TOLNA
32799,60,ORSZEM-SOMOGY
32823,149,ORSZEM-BACS-KISKUN
32850,50,ORSZEM-TOLNA
32896,81,ORSZEM-NOGRAD
33002,47,ORSZEM-BARANYA
33118,71,ORSZEM-PEST
33136,25,ORSZEM-ZALA
33154,65,ORSZEM-BARANYA
33260,87,ORSZEM-HEVES
33349,50,ORSZEM-TOLNA
33367,135,ORSZEM-CSONGRAD-CSANAD
33367,140,ORSZEM-CSONGRAD-CSANAD
33394,35,ORSZEM-SOMOGY
33419,94,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
33428,87,ORSZEM-ZALA
33437,128,ORSZEM-HAJDU-BIHAR
33491,1,ORSZEM-KOMAROM-ESZTERGOM
33543,1,ORSZEM-GYOR-MOSON-SOPRON
33552,1,ORSZEM-PEST
33570,154,ORSZEM-TOLNA
33598,142,ORSZEM-BACS-KISKUN
33729,70,ORSZEM-PEST
33738,70,ORSZEM-PEST
33765,50,ORSZEM-BARANYA
33774,111,ORSZEM-SZABOLCS-SZATMAR-BEREG
33817,80,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
33826,4,ORSZEM-KOMAROM-ESZTERGOM
33835,4,ORSZEM-KOMAROM-ESZTERGOM
33844,29,ORSZEM-VESZPREM
33853,30,ORSZEM-SOMOGY
33862,30,ORSZEM-SOMOGY
33905,60,ORSZEM-BARANYA
33914,11,ORSZEM-GYOR-MOSON-SOPRON
33941,11,ORSZEM-VESZPREM
33996,8,ORSZEM-GYOR-MOSON-SOPRON
34005,103,ORSZEM-JASZ-NAGYKUN-SZOLNOK
34087,15,ORSZEM-VAS
34102,100,ORSZEM-HAJDU-BIHAR
34111,80,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
34148,2,ORSZEM-PEST
34209,42,ORSZEM-FEJER
34218,26,ORSZEM-VESZPREM
34218,353,ORSZEM-VESZPREM
34236,30,ORSZEM-SOMOGY
34245,135,ORSZEM-CSONGRAD-CSANAD
34254,20,ORSZEM-VESZPREM
34263,44,ORSZEM-FEJER
34290,92,ORSZEM-BORSOD-ABAUJ-ZEMPLEN
34333,71,ORSZEM-PEST
34388,109,ORSZEM-SZABOLCS-SZATMAR-BEREG
34397,100,ORSZEM-PEST
34421,29,ORSZEM-VESZPREM
